bioguideId,depictionAttribution,depictionImageUrl,name,partyName,state,district,updateDate,url,birthYear,cosponsoredLegislationCount,cosponsoredLegislationUrl,directOrderName,firstName,honorificName,invertedOrderName,lastName,partyHistory,terms,sponsoredLegislationCount,sponsoredLegislationUrl
H000413,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000413_200.jpg,"Hayworth, J. D.",Republican,Arizona,5,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000413?format=json,1958,1704,https://api.congress.gov/v3/member/H000413/cosponsored-legislation,J. D. Hayworth,J.,MISSING,"Hayworth, J. D.",HAYWORTH,partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:House of Representatives;congress:104;district:6;endYear:1997;memberType:Representative;startYear:1995;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:105;district:6;endYear:1999;memberType:Representative;startYear:1997;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:106;district:6;endYear:2001;memberType:Representative;startYear:1999;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:107;district:6;endYear:2003;memberType:Representative;startYear:2001;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:108;district:5;endYear:2005;memberType:Representative;startYear:2003;stateCode:AZ;stateName:Arizona;chamber:House of Representatives;congress:109;district:5;endYear:2007;memberType:Representative;startYear:2005;stateCode:AZ;stateName:Arizona;,154,https://api.congress.gov/v3/member/H000413/sponsored-legislation
H000408,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000408_200.jpg,"Hays, Wayne L.",Democratic,Ohio,18,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000408?format=json,1911,81,https://api.congress.gov/v3/member/H000408/cosponsored-legislation,Wayne L. Hays,WAYNE,MISSING,"Hays, Wayne L.",HAYS,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;endYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1961;endYear:1961;partyAbbreviation:D;partyName:Democratic;startYear:1959;endYear:1959;partyAbbreviation:D;partyName:Democratic;startYear:1957;endYear:1957;partyAbbreviation:D;partyName:Democratic;startYear:1955;endYear:1955;partyAbbreviation:D;partyName:Democratic;startYear:1953;endYear:1953;partyAbbreviation:D;partyName:Democratic;startYear:1951;endYear:1951;partyAbbreviation:D;partyName:Democratic;startYear:1949;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:81;district:18;endYear:1951;memberType:Representative;startYear:1949;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:82;district:18;endYear:1953;memberType:Representative;startYear:1951;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:83;district:18;endYear:1955;memberType:Representative;startYear:1953;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:84;district:18;endYear:1957;memberType:Representative;startYear:1955;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:85;district:18;endYear:1959;memberType:Representative;startYear:1957;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:86;district:18;endYear:1961;memberType:Representative;startYear:1959;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:87;district:18;endYear:1963;memberType:Representative;startYear:1961;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:88;district:18;endYear:1965;memberType:Representative;startYear:1963;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:89;district:18;endYear:1967;memberType:Representative;startYear:1965;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:90;district:18;endYear:1969;memberType:Representative;startYear:1967;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:91;district:18;endYear:1971;memberType:Representative;startYear:1969;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:92;district:18;endYear:1973;memberType:Representative;startYear:1971;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:93;district:18;endYear:1975;memberType:Representative;startYear:1973;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:94;district:18;endYear:1977;memberType:Representative;startYear:1975;stateCode:OH;stateName:Ohio;,81,https://api.congress.gov/v3/member/H000408/sponsored-legislation
H000390,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000390_200.jpg,"Hayes, James A.",Republican,Louisiana,7,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000390?format=json,1946,1386,https://api.congress.gov/v3/member/H000390/cosponsored-legislation,James A. Hayes,JIMMY,MISSING,"Hayes, James A.",HAYES,endYear:1995;partyAbbreviation:D;partyName:Democratic;startYear:1987;partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:House of Representatives;congress:100;district:7;endYear:1989;memberType:Representative;startYear:1987;stateCode:LA;stateName:Louisiana;chamber:House of Representatives;congress:101;district:7;endYear:1991;memberType:Representative;startYear:1989;stateCode:LA;stateName:Louisiana;chamber:House of Representatives;congress:102;district:7;endYear:1993;memberType:Representative;startYear:1991;stateCode:LA;stateName:Louisiana;chamber:House of Representatives;congress:103;district:7;endYear:1995;memberType:Representative;startYear:1993;stateCode:LA;stateName:Louisiana;chamber:House of Representatives;congress:104;district:7;endYear:1997;memberType:Representative;startYear:1995;stateCode:LA;stateName:Louisiana;,58,https://api.congress.gov/v3/member/H000390/sponsored-legislation
H000388,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000388_200.jpg,"Hayes, Charles A.",Democratic,Illinois,1,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000388?format=json,1918,2787,https://api.congress.gov/v3/member/H000388/cosponsored-legislation,Charles A. Hayes,CHARLES,MISSING,"Hayes, Charles A.",HAYES,partyAbbreviation:D;partyName:Democratic;startYear:1983;,chamber:House of Representatives;congress:98;district:1;endYear:1985;memberType:Representative;startYear:1983;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:99;district:1;endYear:1987;memberType:Representative;startYear:1985;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:100;district:1;endYear:1989;memberType:Representative;startYear:1987;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:101;district:1;endYear:1991;memberType:Representative;startYear:1989;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:102;district:1;endYear:1993;memberType:Representative;startYear:1991;stateCode:IL;stateName:Illinois;,36,https://api.congress.gov/v3/member/H000388/sponsored-legislation
H000367,"Collection of the U.S. House of Representatives <a href=""http://history.house.gov/Collection/Detail/29159?ret=True"">About this object</a>",https://www.congress.gov/img/member/h000367_200.jpg,"Hawkins, Augustus F.",Democratic,California,29,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000367?format=json,1907,2826,https://api.congress.gov/v3/member/H000367/cosponsored-legislation,Augustus F. Hawkins,AUGUSTUS,MISSING,"Hawkins, Augustus F.",HAWKINS,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;endYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1967;endYear:1967;partyAbbreviation:D;partyName:Democratic;startYear:1965;endYear:1965;partyAbbreviation:D;partyName:Democratic;startYear:1963;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:88;district:21;endYear:1965;memberType:Representative;startYear:1963;stateCode:CA;stateName:California;chamber:House of Representatives;congress:89;district:21;endYear:1967;memberType:Representative;startYear:1965;stateCode:CA;stateName:California;chamber:House of Representatives;congress:90;district:21;endYear:1969;memberType:Representative;startYear:1967;stateCode:CA;stateName:California;chamber:House of Representatives;congress:91;district:21;endYear:1971;memberType:Representative;startYear:1969;stateCode:CA;stateName:California;chamber:House of Representatives;congress:92;district:21;endYear:1973;memberType:Representative;startYear:1971;stateCode:CA;stateName:California;chamber:House of Representatives;congress:93;district:21;endYear:1975;memberType:Representative;startYear:1973;stateCode:CA;stateName:California;chamber:House of Representatives;congress:94;district:29;endYear:1977;memberType:Representative;startYear:1975;stateCode:CA;stateName:California;chamber:House of Representatives;congress:95;district:29;endYear:1979;memberType:Representative;startYear:1977;stateCode:CA;stateName:California;chamber:House of Representatives;congress:96;district:29;endYear:1981;memberType:Representative;startYear:1979;stateCode:CA;stateName:California;chamber:House of Representatives;congress:97;district:29;endYear:1983;memberType:Representative;startYear:1981;stateCode:CA;stateName:California;chamber:House of Representatives;congress:98;district:29;endYear:1985;memberType:Representative;startYear:1983;stateCode:CA;stateName:California;chamber:House of Representatives;congress:99;district:29;endYear:1987;memberType:Representative;startYear:1985;stateCode:CA;stateName:California;chamber:House of Representatives;congress:100;district:29;endYear:1989;memberType:Representative;startYear:1987;stateCode:CA;stateName:California;chamber:House of Representatives;congress:101;district:29;endYear:1991;memberType:Representative;startYear:1989;stateCode:CA;stateName:California;,248,https://api.congress.gov/v3/member/H000367/sponsored-legislation
H000340,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000340_200.jpg,"Hatcher, Charles",Democratic,Georgia,2,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000340?format=json,1939,1527,https://api.congress.gov/v3/member/H000340/cosponsored-legislation,Charles Hatcher,CHARLES,MISSING,"Hatcher, Charles",HATCHER,partyAbbreviation:D;partyName:Democratic;startYear:1981;,chamber:House of Representatives;congress:97;district:2;endYear:1983;memberType:Representative;startYear:1981;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:98;district:2;endYear:1985;memberType:Representative;startYear:1983;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:99;district:2;endYear:1987;memberType:Representative;startYear:1985;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:100;district:2;endYear:1989;memberType:Representative;startYear:1987;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:101;district:2;endYear:1991;memberType:Representative;startYear:1989;stateCode:GA;stateName:Georgia;chamber:House of Representatives;congress:102;district:2;endYear:1993;memberType:Representative;startYear:1991;stateCode:GA;stateName:Georgia;,23,https://api.congress.gov/v3/member/H000340/sponsored-legislation
H000327,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000327_200.jpg,"Hastings, James F.",Republican,New York,39,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000327?format=json,1926,296,https://api.congress.gov/v3/member/H000327/cosponsored-legislation,James F. Hastings,JAMES,MISSING,"Hastings, James F.",HASTINGS,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:91;district:38;endYear:1971;memberType:Representative;startYear:1969;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:92;district:38;endYear:1973;memberType:Representative;startYear:1971;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:93;district:39;endYear:1975;memberType:Representative;startYear:1973;stateCode:NY;stateName:New York;chamber:House of Representatives;congress:94;district:39;endYear:1977;memberType:Representative;startYear:1975;stateCode:NY;stateName:New York;,98,https://api.congress.gov/v3/member/H000327/sponsored-legislation
H000329,"Collection of the U.S. House of Representatives <a href=""http://history.house.gov/Collection/Detail/15032430740?ret=True"">About this object</a>",https://www.congress.gov/img/member/h000329_200.jpg,"Hastings, Doc",Republican,Washington,4,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000329?format=json,1941,1388,https://api.congress.gov/v3/member/H000329/cosponsored-legislation,Doc Hastings,DOC,MISSING,"Hastings, Doc",HASTINGS,partyAbbreviation:R;partyName:Republican;startYear:1995;,chamber:House of Representatives;congress:104;district:4;endYear:1997;memberType:Representative;startYear:1995;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:105;district:4;endYear:1999;memberType:Representative;startYear:1997;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:106;district:4;endYear:2001;memberType:Representative;startYear:1999;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:107;district:4;endYear:2003;memberType:Representative;startYear:2001;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:108;district:4;endYear:2005;memberType:Representative;startYear:2003;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:109;district:4;endYear:2007;memberType:Representative;startYear:2005;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:110;district:4;endYear:2009;memberType:Representative;startYear:2007;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:111;district:4;endYear:2011;memberType:Representative;startYear:2009;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:112;district:4;endYear:2013;memberType:Representative;startYear:2011;stateCode:WA;stateName:Washington;chamber:House of Representatives;congress:113;district:4;endYear:2015;memberType:Representative;startYear:2013;stateCode:WA;stateName:Washington;,304,https://api.congress.gov/v3/member/H000329/sponsored-legislation
H000323,"Collection of the U.S. House of Representatives <a href=""http://history.house.gov/Collection/Detail/30315?ret=True"">About this object</a>",https://www.congress.gov/img/member/h000323_200.jpg,"Hastert, J. Dennis",Republican,Illinois,14,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000323?format=json,1942,1865,https://api.congress.gov/v3/member/H000323/cosponsored-legislation,J. Dennis Hastert,J.,MISSING,"Hastert, J. Dennis",HASTERT,partyAbbreviation:R;partyName:Republican;startYear:1987;,chamber:House of Representatives;congress:100;district:14;endYear:1989;memberType:Representative;startYear:1987;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:101;district:14;endYear:1991;memberType:Representative;startYear:1989;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:102;district:14;endYear:1993;memberType:Representative;startYear:1991;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:103;district:14;endYear:1995;memberType:Representative;startYear:1993;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:104;district:14;endYear:1997;memberType:Representative;startYear:1995;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:105;district:14;endYear:1999;memberType:Representative;startYear:1997;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:106;district:14;endYear:2001;memberType:Representative;startYear:1999;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:107;district:14;endYear:2003;memberType:Representative;startYear:2001;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:108;district:14;endYear:2005;memberType:Representative;startYear:2003;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:109;district:14;endYear:2007;memberType:Representative;startYear:2005;stateCode:IL;stateName:Illinois;chamber:House of Representatives;congress:110;district:14;endYear:2007;memberType:Representative;startYear:2007;stateCode:IL;stateName:Illinois;,67,https://api.congress.gov/v3/member/H000323/sponsored-legislation
H000306,MISSING,MISSING,"Harvey, James",Republican,Michigan,8,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000306?format=json,1922,44,https://api.congress.gov/v3/member/H000306/cosponsored-legislation,James Harvey,JAMES,MISSING,"Harvey, James",HARVEY,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:87;district:8;endYear:1963;memberType:Representative;startYear:1961;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:88;district:8;endYear:1965;memberType:Representative;startYear:1963;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:89;district:8;endYear:1967;memberType:Representative;startYear:1965;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:90;district:8;endYear:1969;memberType:Representative;startYear:1967;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:91;district:8;endYear:1971;memberType:Representative;startYear:1969;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:92;district:8;endYear:1973;memberType:Representative;startYear:1971;stateCode:MI;stateName:Michigan;chamber:House of Representatives;congress:93;district:8;endYear:1975;memberType:Representative;startYear:1973;stateCode:MI;stateName:Michigan;,22,https://api.congress.gov/v3/member/H000306/sponsored-legislation
H000302,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000302_200.jpg,"Hartnett, Thomas F.",Republican,South Carolina,1,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000302?format=json,1941,823,https://api.congress.gov/v3/member/H000302/cosponsored-legislation,Thomas F. Hartnett,THOMAS,MISSING,"Hartnett, Thomas F.",HARTNETT,partyAbbreviation:R;partyName:Republican;startYear:1981;,chamber:House of Representatives;congress:97;district:1;endYear:1983;memberType:Representative;startYear:1981;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:98;district:1;endYear:1985;memberType:Representative;startYear:1983;stateCode:SC;stateName:South Carolina;chamber:House of Representatives;congress:99;district:1;endYear:1987;memberType:Representative;startYear:1985;stateCode:SC;stateName:South Carolina;,47,https://api.congress.gov/v3/member/H000302/sponsored-legislation
H000281,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000281_200.jpg,"Harsha, William H.",Republican,Ohio,6,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000281?format=json,1921,273,https://api.congress.gov/v3/member/H000281/cosponsored-legislation,William H. Harsha,WILLIAM,MISSING,"Harsha, William H.",HARSHA,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;endYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1967;endYear:1967;partyAbbreviation:R;partyName:Republican;startYear:1965;endYear:1965;partyAbbreviation:R;partyName:Republican;startYear:1963;endYear:1963;partyAbbreviation:R;partyName:Republican;startYear:1961;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:87;district:6;endYear:1963;memberType:Representative;startYear:1961;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:88;district:6;endYear:1965;memberType:Representative;startYear:1963;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:89;district:6;endYear:1967;memberType:Representative;startYear:1965;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:90;district:6;endYear:1969;memberType:Representative;startYear:1967;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:91;district:6;endYear:1971;memberType:Representative;startYear:1969;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:92;district:6;endYear:1973;memberType:Representative;startYear:1971;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:93;district:6;endYear:1975;memberType:Representative;startYear:1973;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:94;district:6;endYear:1977;memberType:Representative;startYear:1975;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:95;district:6;endYear:1979;memberType:Representative;startYear:1977;stateCode:OH;stateName:Ohio;chamber:House of Representatives;congress:96;district:6;endYear:1981;memberType:Representative;startYear:1979;stateCode:OH;stateName:Ohio;,80,https://api.congress.gov/v3/member/H000281/sponsored-legislation
H000269,MISSING,MISSING,"Harrison, Frank",Democratic,Pennsylvania,11,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000269?format=json,1940,336,https://api.congress.gov/v3/member/H000269/cosponsored-legislation,Frank Harrison,FRANK,MISSING,"Harrison, Frank",HARRISON,partyAbbreviation:D;partyName:Democratic;startYear:1983;,chamber:House of Representatives;congress:98;district:11;endYear:1985;memberType:Representative;startYear:1983;stateCode:PA;stateName:Pennsylvania;,5,https://api.congress.gov/v3/member/H000269/sponsored-legislation
H000241,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000241_200.jpg,"Harris, Herbert E., II",Democratic,Virginia,8,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000241?format=json,1926,557,https://api.congress.gov/v3/member/H000241/cosponsored-legislation,Herbert E. Harris II,HERBERT,MISSING,"Harris, Herbert E., II",HARRIS,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:House of Representatives;congress:94;district:8;endYear:1977;memberType:Representative;startYear:1975;stateCode:VA;stateName:Virginia;chamber:House of Representatives;congress:95;district:8;endYear:1979;memberType:Representative;startYear:1977;stateCode:VA;stateName:Virginia;chamber:House of Representatives;congress:96;district:8;endYear:1981;memberType:Representative;startYear:1979;stateCode:VA;stateName:Virginia;,149,https://api.congress.gov/v3/member/H000241/sponsored-legislation
H000236,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000236_200.jpg,"Harris, Claude",Democratic,Alabama,7,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000236?format=json,1940,1199,https://api.congress.gov/v3/member/H000236/cosponsored-legislation,Claude Harris,CLAUDE,MISSING,"Harris, Claude",HARRIS,partyAbbreviation:D;partyName:Democratic;startYear:1987;,chamber:House of Representatives;congress:100;district:7;endYear:1989;memberType:Representative;startYear:1987;stateCode:AL;stateName:Alabama;chamber:House of Representatives;congress:101;district:7;endYear:1991;memberType:Representative;startYear:1989;stateCode:AL;stateName:Alabama;chamber:House of Representatives;congress:102;district:7;endYear:1993;memberType:Representative;startYear:1991;stateCode:AL;stateName:Alabama;,10,https://api.congress.gov/v3/member/H000236/sponsored-legislation
H000230,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000230_200.jpg,"Harrington, Michael J.",Democratic,Massachusetts,6,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000230?format=json,1936,1864,https://api.congress.gov/v3/member/H000230/cosponsored-legislation,Michael J. Harrington,MICHAEL,MISSING,"Harrington, Michael J.",HARRINGTON,endYear:1973;partyAbbreviation:D;partyName:Democratic;startYear:1971;endYear:1971;partyAbbreviation:D;partyName:Democratic;startYear:1969;partyAbbreviation:D;partyName:Democratic;startYear:1973;,chamber:House of Representatives;congress:91;district:6;endYear:1971;memberType:Representative;startYear:1969;stateCode:MA;stateName:Massachusetts;chamber:House of Representatives;congress:92;district:6;endYear:1973;memberType:Representative;startYear:1971;stateCode:MA;stateName:Massachusetts;chamber:House of Representatives;congress:93;district:6;endYear:1975;memberType:Representative;startYear:1973;stateCode:MA;stateName:Massachusetts;chamber:House of Representatives;congress:94;district:6;endYear:1977;memberType:Representative;startYear:1975;stateCode:MA;stateName:Massachusetts;chamber:House of Representatives;congress:95;district:6;endYear:1979;memberType:Representative;startYear:1977;stateCode:MA;stateName:Massachusetts;,378,https://api.congress.gov/v3/member/H000230/sponsored-legislation
H000206,"<a href=""http://www.senate.gov/artandhistory/history/common/generic/Photo_Collection_of_the_Senate_Historical_Office.htm"">Courtesy U.S. Senate Historical Office</a>",https://www.congress.gov/img/member/h000206_200.jpg,"Harkin, Tom",Democratic,Iowa,0,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000206?format=json,1939,5170,https://api.congress.gov/v3/member/H000206/cosponsored-legislation,Tom Harkin,THOMAS,MISSING,"Harkin, Tom",HARKIN,partyAbbreviation:D;partyName:Democratic;startYear:1975;,chamber:House of Representatives;congress:94;district:5;endYear:1977;memberType:Representative;startYear:1975;stateCode:IA;stateName:Iowa;chamber:House of Representatives;congress:95;district:5;endYear:1979;memberType:Representative;startYear:1977;stateCode:IA;stateName:Iowa;chamber:House of Representatives;congress:96;district:5;endYear:1981;memberType:Representative;startYear:1979;stateCode:IA;stateName:Iowa;chamber:House of Representatives;congress:97;district:5;endYear:1983;memberType:Representative;startYear:1981;stateCode:IA;stateName:Iowa;chamber:House of Representatives;congress:98;district:5;endYear:1985;memberType:Representative;startYear:1983;stateCode:IA;stateName:Iowa;chamber:Senate;congress:99;endYear:1987;memberType:Senator;startYear:1985;stateCode:IA;stateName:Iowa;chamber:Senate;congress:100;endYear:1989;memberType:Senator;startYear:1987;stateCode:IA;stateName:Iowa;chamber:Senate;congress:101;endYear:1991;memberType:Senator;startYear:1989;stateCode:IA;stateName:Iowa;chamber:Senate;congress:102;endYear:1993;memberType:Senator;startYear:1991;stateCode:IA;stateName:Iowa;chamber:Senate;congress:103;endYear:1995;memberType:Senator;startYear:1993;stateCode:IA;stateName:Iowa;chamber:Senate;congress:104;endYear:1997;memberType:Senator;startYear:1995;stateCode:IA;stateName:Iowa;chamber:Senate;congress:105;endYear:1999;memberType:Senator;startYear:1997;stateCode:IA;stateName:Iowa;chamber:Senate;congress:106;endYear:2001;memberType:Senator;startYear:1999;stateCode:IA;stateName:Iowa;chamber:Senate;congress:107;endYear:2003;memberType:Senator;startYear:2001;stateCode:IA;stateName:Iowa;chamber:Senate;congress:108;endYear:2005;memberType:Senator;startYear:2003;stateCode:IA;stateName:Iowa;chamber:Senate;congress:109;endYear:2007;memberType:Senator;startYear:2005;stateCode:IA;stateName:Iowa;chamber:Senate;congress:110;endYear:2009;memberType:Senator;startYear:2007;stateCode:IA;stateName:Iowa;chamber:Senate;congress:111;endYear:2011;memberType:Senator;startYear:2009;stateCode:IA;stateName:Iowa;chamber:Senate;congress:112;endYear:2013;memberType:Senator;startYear:2011;stateCode:IA;stateName:Iowa;chamber:Senate;congress:113;endYear:2015;memberType:Senator;startYear:2013;stateCode:IA;stateName:Iowa;,1400,https://api.congress.gov/v3/member/H000206/sponsored-legislation
H000175,Collection of the U.S. House of Representatives,https://www.congress.gov/img/member/h000175_200.jpg,"Hansen, Orval",Republican,Idaho,2,2022-12-16T21:56:51Z,https://api.congress.gov/v3/member/H000175?format=json,1926,134,https://api.congress.gov/v3/member/H000175/cosponsored-legislation,Orval Hansen,ORVAL,MISSING,"Hansen, Orval",HANSEN,endYear:1973;partyAbbreviation:R;partyName:Republican;startYear:1971;endYear:1971;partyAbbreviation:R;partyName:Republican;startYear:1969;partyAbbreviation:R;partyName:Republican;startYear:1973;,chamber:House of Representatives;congress:91;district:2;endYear:1971;memberType:Representative;startYear:1969;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:92;district:2;endYear:1973;memberType:Representative;startYear:1971;stateCode:ID;stateName:Idaho;chamber:House of Representatives;congress:93;district:2;endYear:1975;memberType:Representative;startYear:1973;stateCode:ID;stateName:Idaho;,52,https://api.congress.gov/v3/member/H000175/sponsored-legislation
